cat_based,cat_cnt,user_based,user_cnt,adamic_adar,resource_allocation,link_cnt,cat_avg,user_avg,adar_avg,ra_avg
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2,1.0,0.0,0.0,0.13502857222648035,0.11787439613526571,1.0,0.2,0.0,0.13502857222648035,0.11787439613526574
1.0,1.0,0.75,0.75,0.8497336313378409,0.8796432200519363,1.0,1.0,1.0,0.8497336313378411,0.8796432200519364
0.7894736842105263,0.8,0.6419753086419753,0.6666666666666666,1.0,0.8267985897520432,1.0,0.9051724137931033,0.8666666666666667,1.0,0.8267985897520432
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.6666666666666666,0.6666666666666666,0.9429805410086995,1.0,1.0,0.3333333333333333,0.8918918918918918,0.9429805410086997,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8888888888888888,1.0,0.0,0.0,0.90207666601671,0.5974666587977265,1.0,0.8,0.0,0.90207666601671,0.5974666587977264
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8421052631578947,1.0,0.3939393939393939,0.4,0.46372742016295604,0.4417714598141061,1.0,0.8421052631578947,0.9848484848484849,0.46372742016295604,0.4417714598141061
1.0,1.0,0.0,0.0,0.13053860685434993,0.05852058413077385,1.0,1.0,0.0,0.13053860685434993,0.05852058413077385
0.3333333333333333,0.3333333333333333,0.875,0.875,0.878146148928082,0.9230555159126587,1.0,1.0,1.0,0.8781461489280818,0.9230555159126588
1.0,1.0,0.0,0.0,0.5621979621403679,0.20737633604261935,1.0,1.0,0.0,0.562197962140368,0.2073763360426193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5657894736842105,0.55,0.0,0.0,0.5007638552329635,0.316806823727447,1.0,0.9435736677115986,0.0,0.5007638552329636,0.31680682372744706
0.7894736842105263,0.8,0.0,0.0,0.632292234459096,0.3344335542825228,1.0,0.9051724137931033,0.0,0.632292234459096,0.3344335542825229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,0.8333333333333334,0.0,0.0,0.4268699580924929,0.35760822354133487,1.0,1.0,0.0,0.42686995809249295,0.35760822354133476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11428571428571428,0.5714285714285714,0.0,0.0,0.051083559566639854,0.019323671497584537,1.0,0.2,0.0,0.051083559566639854,0.019323671497584544
0.25,0.25,0.2803030303030303,0.25,0.5260012931551854,0.5825288895502483,1.0,0.3333333333333333,1.0,0.5260012931551854,0.5825288895502482
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.631578947368421,0.8,0.345679012345679,0.3333333333333333,0.6585677427534065,0.4294856628669611,1.0,0.7241379310344827,0.9333333333333333,0.6585677427534066,0.4294856628669612
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.125,0.125,0.6826499179747747,0.5186866009686045,1.0,1.0,1.0,0.6826499179747746,0.5186866009686046
0.75,0.75,0.8333333333333334,0.8333333333333334,0.8265127157752561,0.6871206361600262,1.0,0.3333333333333333,0.8918918918918918,0.826512715775256,0.687120636160026
0.4,0.4,0.3333333333333333,0.3333333333333333,0.2735553909155573,0.16769470527377248,1.0,1.0,1.0,0.27355539091555725,0.1676947052737725
1.0,1.0,0.6666666666666666,0.6666666666666666,0.9429805410086995,1.0,1.0,0.3333333333333333,0.8918918918918918,0.9429805410086997,1.0
0.36666666666666664,0.36666666666666664,0.17777777777777778,0.17777777777777778,0.1877880767201326,0.11100197750101488,1.0,1.0,1.0,0.1877880767201326,0.1110019775010149
0.48148148148148145,0.8333333333333334,1.0,1.0,0.820086799221532,0.9879138570661938,1.0,0.52,1.0,0.820086799221532,0.9879138570661937
0.825,0.875,1.0,1.0,0.9455111310907504,0.8731068358575521,1.0,0.9428571428571428,1.0,0.9455111310907502,0.8731068358575521
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2236842105263158,0.25,0.0,0.0,0.16100961088233098,0.060899840635180745,1.0,0.8206896551724137,0.0,0.161009610882331,0.06089984063518073
0.8,1.0,0.9402985074626866,1.0,0.8542395330596437,0.8498753117206984,1.0,0.8,0.9,0.8542395330596437,0.8498753117206984
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.7,0.7,0.5418709952025262,0.5046911494309994,1.0,1.0,1.0,0.5418709952025262,0.5046911494309994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7894736842105263,0.8,0.6419753086419753,0.6666666666666666,1.0,0.8267985897520432,1.0,0.9051724137931033,0.8666666666666667,1.0,0.8267985897520432
0.9473684210526315,1.0,0.0,0.0,0.7390230081258526,0.36637074577243756,1.0,0.8689655172413793,0.0,0.7390230081258528,0.36637074577243767
0.2,1.0,0.7333333333333333,1.0,0.19999999999999998,0.2,1.0,0.2,0.7333333333333333,0.19999999999999998,0.2
0.8524590163934426,0.9230769230769231,0.0,0.0,0.4958564666702222,0.2519856158576399,1.0,0.8666666666666666,0.0,0.4958564666702222,0.25198561585763984
0.8333333333333334,0.8333333333333334,0.0,0.0,0.4724686258796055,0.17890537339483853,1.0,1.0,0.0,0.47246862587960553,0.17890537339483853
0.6666666666666666,0.6666666666666666,0.7,0.7,0.573174099461395,0.3952373950703095,1.0,1.0,1.0,0.5731740994613949,0.3952373950703096
0.8333333333333334,0.8333333333333334,0.2972972972972973,0.3333333333333333,0.6361396209615366,0.3995553339151394,1.0,1.0,0.8461538461538461,0.6361396209615369,0.3995553339151393
1.0,1.0,0.0,0.0,0.7745999326814383,0.37701647626907586,1.0,0.9172413793103447,0.0,0.7745999326814385,0.37701647626907603
