cat_based,cat_cnt,user_based,user_cnt,adamic_adar,resource_allocation,link_cnt
15.0,3.0,0.0,0.0,3.309359236936406,0.16129032258064518,9.0
35.0,7.0,75.0,5.0,24.32141792736781,4.869015356820235,8.0
46.0,10.0,15.0,1.0,14.340069846260581,1.7690634182569664,6.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,11.0,0.0,0.0,13.081144164601795,1.6085972850678734,13.0
5.0,1.0,195.0,13.0,62.86649789340523,21.230925578486556,1.0
42.0,10.0,28.0,2.0,14.661064835227307,1.966589861751152,9.0
5.0,1.0,195.0,13.0,62.86649789340523,21.230925578486556,1.0
25.0,5.0,0.0,0.0,5.808462339352935,0.33783783783783783,7.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
5.0,1.0,13.0,1.0,2.6714079272205282,0.4065934065934066,6.0
17.0,5.0,146.0,14.0,21.521338905408477,3.517041901188243,17.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
6.0,6.0,132.0,12.0,6.434023439184668,1.1534562042453005,11.0
35.0,7.0,15.0,1.0,11.434510680495546,1.4592933947772657,6.0
46.0,14.0,22.0,2.0,18.804709187026468,3.1365211365211367,13.0
17.0,9.0,26.0,2.0,16.179056150272675,4.864705882352942,6.0
60.0,16.0,28.0,2.0,20.54127462900363,2.531430934656741,13.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
46.0,10.0,15.0,1.0,14.340069846260581,1.7690634182569664,6.0
15.0,3.0,0.0,0.0,3.309359236936406,0.16129032258064518,5.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
21.0,5.0,0.0,0.0,4.726819287271157,0.24789305434466727,9.0
0.0,0.0,85.0,7.0,13.668067814188323,2.705128205128205,5.0
9.0,3.0,0.0,0.0,2.332281702748344,0.212241653418124,5.0
105.0,21.0,30.0,2.0,40.78193367372836,7.251831501831503,40.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
9.0,2.0,67.0,5.0,31.49838470433225,10.791666666666666,2.0
1.0,1.0,0.0,0.0,0.22062394912909372,0.010752688172043012,4.0
5.0,3.0,0.0,0.0,1.4029277284518744,0.15818759936406995,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
5.0,1.0,129.0,10.0,20.382512417990064,6.791666666666667,2.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
5.0,1.0,0.0,0.0,1.5346383821506744,0.19230769230769232,1.0
25.0,5.0,74.0,6.0,20.626594462748237,3.924082453494218,5.0
25.0,5.0,0.0,0.0,8.804873513904187,1.5522875816993462,5.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
8.0,8.0,66.0,6.0,4.950937650442518,0.860231271995978,11.0
9.0,3.0,0.0,0.0,2.332281702748344,0.212241653418124,5.0
33.0,9.0,0.0,0.0,9.156555634734692,1.157706093189964,11.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,2.0,44.0,4.0,6.800165199621819,1.7026143790849675,1.0
20.0,4.0,28.0,2.0,19.018621480622727,6.011904761904762,2.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
40.0,8.0,42.0,6.0,23.416027813508673,3.676470588235293,12.0
60.0,16.0,52.0,4.0,26.122380894516105,4.198097601323408,13.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
56.0,12.0,13.0,1.0,16.71204581498172,2.022401433691756,17.0
60.0,16.0,28.0,2.0,20.54127462900363,2.531430934656741,13.0
26.0,6.0,15.0,1.0,8.21227324244331,0.8513513513513512,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,85.0,7.0,13.668067814188323,2.705128205128205,5.0
27.0,11.0,0.0,0.0,12.047453037993623,3.0117647058823533,8.0
46.0,10.0,15.0,1.0,14.340069846260581,1.7690634182569664,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,7.0,28.0,2.0,11.948226672054462,1.5794930875576036,7.0
35.0,7.0,75.0,5.0,20.197344754936076,3.257035647279549,4.0
20.0,4.0,60.0,4.0,18.182195983559076,3.9993969445188955,3.0
15.0,3.0,85.0,7.0,17.921745194958323,3.146304675716441,5.0
0.0,0.0,180.0,12.0,27.565860919711135,6.666666666666664,40.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
40.0,8.0,42.0,6.0,23.416027813508673,3.676470588235293,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.0,45.0,3.0,10.440812808390703,2.436210131332083,2.0
26.0,6.0,15.0,1.0,8.316398899494144,0.9069069069069068,6.0
6.0,6.0,66.0,6.0,4.040698423815681,0.6380090497737558,11.0
25.0,5.0,26.0,2.0,10.947445763050442,1.7664092664092663,7.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
16.0,4.0,63.0,5.0,30.39741441811724,10.142857142857142,2.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
10.0,2.0,0.0,0.0,4.551196133134186,1.1111111111111112,40.0
11.0,3.0,0.0,0.0,2.6380429161852987,0.1768018018018018,5.0
10.0,2.0,129.0,10.0,21.88302056049213,6.970238095238096,2.0
60.0,12.0,42.0,6.0,32.518420079777044,5.898692810457516,12.0
30.0,6.0,135.0,9.0,24.56772465711059,3.8559516364394417,9.0
35.0,7.0,15.0,1.0,22.205069063865665,6.088235294117647,5.0
26.0,6.0,15.0,1.0,8.21227324244331,0.8513513513513512,6.0
30.0,6.0,105.0,7.0,20.858686430594325,3.3479694970646983,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.0,210.0,14.0,51.231617150202005,15.878517823639775,2.0
5.0,1.0,54.0,4.0,23.271555338662317,8.125,1.0
70.0,14.0,60.0,4.0,38.821219683791476,9.23202614379085,12.0
26.0,6.0,26.0,2.0,8.926190914704978,1.1013513513513513,6.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
37.0,9.0,15.0,1.0,12.237924040925687,1.67921146953405,11.0
76.0,20.0,0.0,0.0,20.234394482371066,1.914313817539624,13.0
1.0,1.0,71.0,7.0,4.365406775665238,1.4916666666666667,1.0
4.0,2.0,0.0,0.0,0.9293539742964695,0.05405405405405406,5.0
7.0,7.0,11.0,1.0,4.441013812773132,1.2176470588235295,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
4.0,2.0,0.0,0.0,0.9293539742964695,0.05405405405405406,5.0
20.0,4.0,90.0,6.0,17.71811923747159,3.1649989576818847,3.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
9.0,2.0,65.0,5.0,31.49838470433225,10.791666666666666,2.0
40.0,11.0,28.0,2.0,13.150899328198975,1.4171688526527237,11.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293112,11.0
10.0,2.0,300.0,20.0,94.54578230572021,31.461851156973104,2.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
6.0,6.0,110.0,10.0,5.317802186082173,0.820122870911967,11.0
10.0,2.0,74.0,6.0,14.895759089922773,2.8519663024684543,14.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
25.0,5.0,37.0,3.0,12.293858303372398,1.8883604859214618,7.0
80.0,16.0,150.0,10.0,49.10395347204928,9.537037037037038,40.0
60.0,12.0,102.0,10.0,43.680632610802,9.232026143790849,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,16.0,0.0,0.0,16.516978585185186,1.6980976013234081,13.0
0.0,0.0,45.0,3.0,4.539171945988185,0.5772357723577236,2.0
28.0,8.0,0.0,0.0,6.177470575614623,0.30107526881720426,12.0
52.0,12.0,0.0,0.0,12.601428194939315,1.0184331797235022,14.0
60.0,16.0,28.0,2.0,20.54127462900363,2.531430934656741,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
46.0,14.0,22.0,2.0,18.804709187026468,3.1365211365211367,13.0
15.0,3.0,240.0,16.0,75.34201201337095,24.10944340212633,3.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
60.0,12.0,75.0,5.0,35.27918469210564,7.314814814814814,40.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
10.0,2.0,300.0,20.0,94.54578230572021,31.461851156973104,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,5.0,26.0,2.0,10.947445763050442,1.7664092664092663,7.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
6.0,6.0,132.0,12.0,6.434023439184667,1.1534562042453005,11.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
30.0,6.0,30.0,2.0,11.779138276853399,1.6554054054054053,6.0
27.0,7.0,15.0,1.0,18.585415357421883,5.170588235294118,5.0
9.0,2.0,67.0,5.0,31.49838470433225,10.791666666666666,2.0
14.0,6.0,0.0,0.0,3.9700988887186677,0.4117647058823529,8.0
15.0,3.0,0.0,0.0,3.309359236936406,0.16129032258064518,5.0
46.0,10.0,15.0,1.0,14.34006984626058,1.7690634182569664,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,10.0,23.0,2.0,12.607013408140848,1.807692307692308,13.0
6.0,6.0,182.0,18.0,6.387437205569345,1.1312339820230783,11.0
27.0,7.0,11.0,1.0,12.814635193866028,3.1705882352941175,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,0.9455753341112226,0.15202702702702703,11.0
25.0,5.0,11.0,1.0,7.820610361262158,0.7545045045045045,7.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
6.0,2.0,0.0,0.0,1.3940309614447042,0.08108108108108109,11.0
26.0,6.0,15.0,1.0,8.21227324244331,0.8513513513513512,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
26.0,6.0,15.0,1.0,8.21227324244331,0.8513513513513513,6.0
0.0,0.0,0.0,0.0,0.0,0.0,13.0
19.0,4.0,66.0,5.0,32.81000114065196,10.886904761904761,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,5.0,11.0,1.0,7.820610361262158,0.7545045045045045,7.0
16.0,4.0,63.0,5.0,30.39741441811724,10.142857142857142,2.0
50.0,10.0,29.0,3.0,17.45998523508807,1.9959677419354835,40.0
15.0,3.0,89.0,7.0,17.921745194958323,3.14630467571644,5.0
7.0,2.0,0.0,0.0,1.6263694550188217,0.0945945945945946,5.0
60.0,12.0,102.0,10.0,43.68063261080199,9.232026143790849,12.0
60.0,16.0,0.0,0.0,16.516978585185186,1.698097601323408,13.0
25.0,5.0,37.0,3.0,12.293858303372398,1.8883604859214613,7.0
8.0,3.0,0.0,0.0,1.9793255788835828,0.1534181240063593,5.0
0.0,0.0,89.0,7.0,13.668067814188323,2.705128205128205,5.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
2.0,2.0,135.0,13.0,4.5886491353907495,0.9274882823269919,11.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
16.0,4.0,63.0,5.0,30.39741441811724,10.142857142857142,2.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
60.0,16.0,52.0,4.0,26.122380894516105,4.198097601323408,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,17.0,0.0,0.0,33.50739602418414,6.442307692307693,40.0
25.0,5.0,0.0,0.0,5.808462339352935,0.33783783783783783,7.0
3.0,1.0,85.0,7.0,13.096220326995713,4.475,1.0
25.0,5.0,120.0,8.0,31.32454493991125,8.166666666666666,40.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
61.0,13.0,0.0,0.0,14.752616806390332,1.0715467328370554,14.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
5.0,1.0,60.0,4.0,11.40416250724801,2.7884615384615383,5.0
17.0,4.0,65.0,5.0,35.58418130011183,11.934523809523808,2.0
52.0,16.0,52.0,4.0,24.012174392279192,4.0012406947890815,13.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
15.0,3.0,0.0,0.0,3.309359236936406,0.16129032258064518,5.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,5.0,0.0,0.0,5.0743508299691555,0.2473118279569893,7.0
48.0,16.0,52.0,4.0,22.784463686558652,3.8473945409429273,13.0
26.0,6.0,26.0,2.0,8.926190914704978,1.1013513513513513,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,8.0,0.0,0.0,9.946332178080066,1.375448028673835,6.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
10.0,2.0,44.0,4.0,6.53671515496395,1.5637254901960784,1.0
10.0,2.0,210.0,14.0,51.231617150202,15.878517823639775,2.0
110.0,22.0,210.0,14.0,73.78238681238604,16.025641025641026,40.0
14.0,5.0,15.0,1.0,5.763657899661279,0.8896707767675509,9.0
60.0,12.0,102.0,10.0,43.680632610801986,9.232026143790849,12.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
61.0,13.0,0.0,0.0,14.752616806390334,1.0715467328370556,14.0
10.0,2.0,0.0,0.0,3.9391301169656137,0.8173076923076923,1.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
61.0,17.0,0.0,0.0,16.82390626161532,1.7365591397849465,14.0
0.0,0.0,15.0,1.0,1.8463468653442752,0.3333333333333333,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,6.0,60.0,4.0,20.209036021152198,4.3407491201608845,5.0
56.0,12.0,146.0,14.0,34.86633975545058,6.330093741384063,17.0
6.0,6.0,132.0,12.0,6.434023439184667,1.1534562042453005,11.0
14.0,6.0,0.0,0.0,3.9700988887186677,0.4117647058823529,8.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
4.0,2.0,0.0,0.0,1.070563859146437,0.10483870967741934,5.0
25.0,5.0,0.0,0.0,6.14514415744974,0.45540796963946867,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,37.0,3.0,3.384304649201909,0.6952858641489641,11.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,14.0,0.0,0.0,27.659007152766527,5.898692810457517,12.0
60.0,12.0,102.0,10.0,43.68063261080199,9.232026143790849,12.0
45.0,9.0,15.0,1.0,16.603013953147848,2.5254930254930255,8.0
10.0,2.0,74.0,6.0,14.895759089922773,2.8519663024684547,14.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
7.0,2.0,0.0,0.0,1.809031993374991,0.17141049968374447,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0
61.0,13.0,0.0,0.0,14.75261680639033,1.0715467328370551,14.0
35.0,7.0,60.0,4.0,18.3509978895918,2.923702313946216,4.0
15.0,3.0,85.0,7.0,17.921745194958323,3.146304675716441,5.0
26.0,6.0,15.0,1.0,8.21227324244331,0.8513513513513513,6.0
4.0,2.0,0.0,0.0,1.070563859146437,0.10483870967741934,5.0
15.0,3.0,0.0,0.0,4.603915146452023,0.576923076923077,17.0
45.0,9.0,0.0,0.0,14.75666708780357,2.1921596921596924,8.0
30.0,6.0,0.0,0.0,9.377579690537532,1.3737606479541964,4.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
10.0,2.0,129.0,10.0,21.88302056049213,6.970238095238096,2.0
10.0,2.0,0.0,0.0,6.12448603535481,1.875,3.0
12.0,3.0,0.0,0.0,2.7880619228894084,0.16216216216216217,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,4.0,63.0,5.0,30.39741441811724,10.142857142857142,2.0
25.0,5.0,11.0,1.0,7.820610361262158,0.7545045045045045,7.0
46.0,10.0,15.0,1.0,14.340069846260583,1.7690634182569664,6.0
4.0,4.0,0.0,0.0,1.1343139682053336,0.11764705882352941,5.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
38.0,10.0,105.0,8.0,25.844618158007243,5.086538461538462,13.0
5.0,1.0,195.0,13.0,62.86649789340523,21.230925578486556,1.0
43.0,11.0,0.0,0.0,13.081144164601795,1.6085972850678734,13.0
10.0,2.0,0.0,0.0,6.12448603535481,1.875,3.0
60.0,12.0,102.0,10.0,43.68063261080199,9.232026143790849,12.0
26.0,6.0,15.0,1.0,8.316398899494144,0.9069069069069068,6.0
30.0,6.0,15.0,1.0,14.791813096682128,3.317515817515818,8.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
15.0,3.0,255.0,17.0,75.92803107126144,23.776110068792995,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,2.0,60.0,4.0,12.287159673734978,2.7695434646654165,2.0
10.0,2.0,60.0,4.0,18.37568773546976,5.833333333333333,12.0
70.0,14.0,0.0,0.0,27.659007152766527,5.898692810457517,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.23233849357411737,0.013513513513513514,5.0
40.0,8.0,42.0,6.0,23.416027813508673,3.676470588235293,12.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
5.0,1.0,26.0,2.0,4.461680307876647,0.5923813270390768,7.0
25.0,5.0,0.0,0.0,8.804873513904187,1.5522875816993462,5.0
30.0,6.0,30.0,2.0,11.779138276853399,1.6554054054054053,6.0
5.0,1.0,129.0,10.0,17.72023334667943,5.958333333333333,1.0
19.0,4.0,27.0,2.0,17.6274839070329,5.553571428571429,2.0
7.0,2.0,0.0,0.0,1.544367643903656,0.07526881720430109,9.0
40.0,11.0,28.0,2.0,13.150899328198975,1.4171688526527237,11.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
26.0,6.0,15.0,1.0,8.316398899494144,0.9069069069069068,6.0
70.0,18.0,0.0,0.0,20.31563632825816,2.6437138130686515,12.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
6.0,6.0,132.0,12.0,6.434023439184667,1.1534562042453005,11.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0
60.0,12.0,102.0,10.0,43.68063261080199,9.23202614379085,12.0
5.0,1.0,129.0,10.0,17.72023334667943,5.958333333333333,1.0
25.0,5.0,75.0,5.0,14.317389590166751,1.5356820234869013,8.0
0.0,0.0,60.0,4.0,8.59043375410005,2.032520325203252,4.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
30.0,6.0,315.0,21.0,62.06397048210455,15.611911462521217,14.0
55.0,11.0,15.0,1.0,19.498299330383624,2.848725348725348,14.0
33.0,7.0,13.0,1.0,10.053610763604706,1.2223502304147464,6.0
10.0,2.0,11.0,1.0,13.224704541482165,4.375,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,13.0,0.0,0.0,14.752616806390332,1.0715467328370551,14.0
34.0,10.0,105.0,8.0,24.616907452286704,4.9326923076923075,13.0
13.0,3.0,0.0,0.0,9.730739047997817,2.833333333333333,9.0
6.0,6.0,66.0,6.0,4.040698423815681,0.6380090497737558,11.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
9.0,2.0,67.0,5.0,31.49838470433225,10.791666666666666,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
44.0,11.0,0.0,0.0,11.174617125797822,0.944168734491315,11.0
6.0,6.0,132.0,12.0,6.434023439184667,1.1534562042453005,11.0
0.0,0.0,0.0,0.0,0.0,0.0,12.0
60.0,12.0,42.0,6.0,32.51842007977705,5.898692810457517,12.0
25.0,5.0,26.0,2.0,10.947445763050442,1.7664092664092665,7.0
20.0,4.0,0.0,0.0,7.10415206118198,1.3616852146263911,5.0
125.0,25.0,60.0,4.0,55.06776515321457,10.918498168498166,40.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,11.0,1.0,1.7603564939587169,0.5416666666666666,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,5.0,195.0,13.0,34.512801688632614,7.143657494267251,14.0
10.0,2.0,74.0,6.0,14.895759089922773,2.8519663024684543,14.0
7.0,7.0,0.0,0.0,2.9983187718841693,0.7176470588235295,5.0
60.0,12.0,225.0,15.0,49.6152874580718,9.120370370370368,40.0
15.0,3.0,135.0,9.0,19.5271486985667,2.9430894308943087,9.0
7.0,7.0,11.0,1.0,4.441013812773132,1.2176470588235293,5.0
33.0,7.0,28.0,2.0,11.948226672054462,1.5794930875576036,7.0
24.0,5.0,0.0,0.0,5.29497477909825,0.2580645161290323,7.0
75.0,15.0,150.0,10.0,50.933764934971016,10.47008547008547,40.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,6.0,66.0,6.0,4.040698423815681,0.6380090497737556,11.0
75.0,15.0,44.0,4.0,30.72282894578523,4.390648567119156,40.0
3.0,1.0,85.0,7.0,13.096220326995713,4.475,1.0
13.0,5.0,0.0,0.0,4.32376526077056,0.6685641998734977,9.0
46.0,10.0,0.0,0.0,12.333597413778138,1.3583491325426809,6.0
10.0,2.0,7.0,1.0,7.315120265810963,1.980392156862745,1.0
10.0,2.0,0.0,0.0,5.180027504443032,1.4583333333333335,5.0
4.0,2.0,0.0,0.0,0.9293539742964695,0.05405405405405406,5.0
60.0,12.0,195.0,13.0,41.20378339943238,6.546423784130314,14.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
5.0,1.0,129.0,10.0,17.72023334667943,5.958333333333333,1.0
55.0,11.0,0.0,0.0,13.821750589210922,1.3709677419354833,40.0
8.0,8.0,88.0,8.0,6.067158903545012,1.1935646053293114,11.0
17.0,4.0,67.0,5.0,35.58418130011183,11.934523809523808,2.0
9.0,3.0,0.0,0.0,2.332281702748344,0.212241653418124,5.0
20.0,4.0,28.0,2.0,19.018621480622727,6.011904761904762,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,0.0,0.0,1.070563859146437,0.10483870967741934,5.0
43.0,11.0,0.0,0.0,13.081144164601794,1.6085972850678734,13.0
2.0,1.0,12.0,1.0,1.3717017162401721,0.21978021978021978,8.0
30.0,6.0,0.0,0.0,6.911582084998404,0.39160127869805283,7.0
